,id,qid1,qid2,Clean_q1_lem,Clean_q2_lem,is_duplicate,q1_len,q2_len,q1_num_words,q2_num_words,word_common,word_total,word_share,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,longest_substr_ratio,fuzz_ratio,fuzz_partial_ratio,token_sort_ratio,token_set_ratio
307133,307133,198007,49605,why is there a brown discharge on the first menstrual period,is a brown discharge during your first period normal,1,60,52,11,9,6,20,0.3,0.49999166680555324,0.49999166680555324,0.3333222225925802,0.1999960000799984,0.4444395062277086,0.363633057881292,0,0,2,10.0,0.35185185185185186,62,67,70,78
135620,135620,216524,216525,if double stranded dna has 14 percent g  guanine   what percent a  adenine   t  thymine  and c  cytosine  would you expect,what is the number of hydrogen bonds in a double helical b dna structure of 100 base pairs with 20 adenines and 10 thymines in one of the two strands,0,122,149,31,30,5,47,0.11,0.062499609377441395,0.05555524691529492,0.24999375015624611,0.14285510206997043,0.09999950000249999,0.06896527943007093,0,0,9,24.5,0.06837606837606838,36,42,52,53
182398,182398,279166,279167,are there any ghost,i have used another mobile barcode for jio sim  will it work on my phone or will work on that phone and i hav already applied for mnp,0,19,133,4,29,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,16.0,0.19047619047619047,18,40,15,17
279613,279613,235190,239963,what is difference between communication and telecommunications,what are the differences between verbal and non verbal communication,0,63,68,7,10,4,16,0.25,0.24999375015624611,0.1999960000799984,0.6666444451851604,0.49998750031249223,0.4285653062099113,0.2999970000299997,0,1,3,8.5,0.2153846153846154,58,55,70,74
245244,245244,358048,358049,how critical is it to address a  low tire pressure  problem in a car quickly,can a low car battery cause the horn to stop working  engine is starting without any problem,0,76,92,17,18,7,33,0.21,0.11110987655692715,0.08333263889467588,0.5999880002399952,0.5999880002399952,0.2666648889007407,0.23529273357215547,0,0,2,16.0,0.10256410256410256,26,31,48,52
281441,281441,361658,401218,is it time consuming to learn how to read music drum charts,is it beneficial to learn how to read music drum charts,0,59,55,12,11,9,21,0.43,0.8333194446759221,0.8333194446759221,0.9999666677777407,0.9999666677777407,0.7999920000799993,0.7999920000799993,1,1,0,10.0,0.7017543859649122,84,80,77,88
182680,182680,40073,44673,what does the insanity workout do,is the insanity workout healthy,0,33,31,6,5,3,11,0.27,0.24999375015624611,0.24999375015624611,0.9999000099990001,0.49997500124993743,0.3999920001599968,0.3333277778703688,0,0,1,5.5,0.48484848484848486,72,78,69,78
117092,117092,190597,190598,is marijuana less harmful than tobacco,which is more harmful  marijuana or tobacco,1,38,43,6,8,4,14,0.29,0.49998750031249223,0.3999920001599968,0.0,0.0,0.3333277778703688,0.28571020413994086,1,0,1,6.5,0.275,54,67,72,85
23789,23789,44528,44529,what are the best things to do in new york city in january,what are the best things to do in new york city,0,58,47,13,11,11,23,0.48,0.8333194446759221,0.7142755103498521,0.999980000399992,0.999980000399992,0.90908264470323,0.7692248521165221,0,1,2,12.0,0.9591836734693877,90,98,90,100
99612,99612,165349,21568,what is difference between neutral and earthing,what is the difference between earthing  grounding and neutral,0,47,62,7,10,7,17,0.41,0.49998750031249223,0.3999920001599968,0.9999666677777407,0.7499812504687383,0.7142755103498521,0.5555493827846357,0,1,2,8.0,0.40816326530612246,64,73,87,100
137814,137814,219585,219586,where do i write criticism and mistakes they have made  or suggest anything  for scorpion,what most i do if bitten by a scorpion,0,89,38,17,9,3,25,0.12,0.24999375015624611,0.09999900000999991,0.24999375015624611,0.1999960000799984,0.2222197531138543,0.14285612245626816,0,0,5,11.5,0.2,37,44,44,51
372708,372708,45590,2704,how does the hp officejet 4620 airprint compare to the hp laserjet enterprise 700 printer m712dn,how does the hp officejet 4620 airprint compare to the hp laserjet enterprise m606x,1,96,83,16,14,11,26,0.42,0.8888790124554172,0.727266115762584,0.9999666677777407,0.9999666677777407,0.7857086735094749,0.6874957031518553,0,1,2,15.0,0.9176470588235294,88,94,88,96
212790,212790,317947,317948,how can i improve my plc ladder programming skills,how can i improve my computer programming skills,0,50,48,9,8,7,17,0.41,0.8333194446759221,0.7142755103498521,0.9999500024998749,0.9999500024998749,0.874989062636717,0.7777691358984901,1,1,1,8.5,0.44,88,86,80,90
199111,199111,30274,1894,why is saltwater taffy candy imported in poland,why is saltwater taffy candy imported in austria,1,47,48,8,8,7,16,0.44,0.49999166680555324,0.49999166680555324,0.9999500024998749,0.9999500024998749,0.6249921875976551,0.6249921875976551,0,1,0,8.0,0.46938775510204084,88,83,84,92
403694,403694,537296,210205,who are all the batsmen with weird batting stance,who is better   virat kohli or joe root,0,49,39,9,10,1,18,0.06,0.1999960000799984,0.14285510206997043,0.0,0.0,0.11110987655692715,0.11110987655692715,0,1,0,9.0,0.0975609756097561,20,26,21,21
138077,138077,219947,219948,could george w bush and tony blair be tried for war crimes,are george w  bush and or tony blair war criminals,1,58,50,12,11,7,23,0.3,0.5555493827846357,0.5555493827846357,0.0,0.0,0.5555493827846357,0.4166631944733794,0,0,3,10.5,0.23076923076923078,72,73,75,80
176154,176154,271083,177891,will you get pregnant if the penis touches the vulva,how does a woman become pregnant,0,52,32,10,6,1,15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,8.0,0.2647058823529412,33,36,36,48
70509,70509,8341,121503,is inboxdollars com legitimate website,is boaterexam com a legitimate website,0,38,38,5,6,4,11,0.36,0.7499812504687383,0.7499812504687383,0.0,0.0,0.7499812504687383,0.5999880002399952,1,1,1,4.5,0.5,79,74,66,79
65677,65677,113943,113944,what is some proof of the existence of telekinesis,is there any proof that some people can use telekinesis,1,50,55,9,10,4,18,0.22,0.49998750031249223,0.3999920001599968,0.24999375015624611,0.1999960000799984,0.33332962967078145,0.2999970000299997,1,0,1,9.5,0.25,50,61,67,69
22669,22669,42521,42522,what is the difference between torque couple and moment,what is the difference between moment of a force  torque and couple,0,55,67,9,13,9,22,0.41,0.5999880002399952,0.49999166680555324,0.9999750006249845,0.6666555557407376,0.7777691358984901,0.5833284722627311,0,1,3,10.5,0.543859649122807,72,66,91,100
395862,395862,528882,528883,what year were you born,what year and month were you born,0,23,33,5,7,5,12,0.42,0.9999666677777407,0.7499812504687383,0.9999500024998749,0.6666444451851604,0.999980000399992,0.7142755103498521,1,1,2,6.0,0.6,82,67,82,100
77276,77276,131976,131977,what is falun gong,why is falun gong bad,0,18,21,4,5,3,9,0.33,0.3333222225925802,0.24999375015624611,0.9999000099990001,0.9999000099990001,0.49998750031249223,0.3999920001599968,0,0,1,4.5,0.7,82,84,82,84
281029,281029,58690,1449,what is the meaning of our life,what is the exact meaning of life,1,31,33,7,7,6,14,0.43,0.9999666677777407,0.7499812504687383,0.9999666677777407,0.7499812504687383,0.8571306124198226,0.8571306124198226,1,1,0,7.0,0.36363636363636365,84,81,84,93
92504,92504,154861,154862,do most brazilian women really have big butts,why is the world obsessed with small waists and big butts,0,45,57,8,11,2,19,0.11,0.3333277778703688,0.28571020413994086,0.0,0.0,0.249996875039062,0.181816528940646,1,0,3,9.5,0.23404255319148937,43,50,39,45
114342,114342,1062,61254,how imminent is world war iii,are we near world war 3,1,29,23,6,6,2,12,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,0.2,58,52,54,58
290852,290852,74212,412216,what is sap hybris,what is hybris,1,18,14,4,3,3,7,0.43,0.9999500024998749,0.6666444451851604,0.9999000099990001,0.9999000099990001,0.9999666677777407,0.7499812504687383,1,1,1,3.5,0.5,88,73,88,100
88763,88763,149242,149243,what is the best beach in tel aviv,what is the best defense,0,34,24,8,5,4,13,0.31,0.6666444451851604,0.3999920001599968,0.9999500024998749,0.6666444451851604,0.7999840003199936,0.499993750078124,0,1,3,6.5,0.6538461538461539,69,76,62,80
309983,309983,434035,75772,what are recommendations for coping with anxiety for a low 20s female who does not have monetary access to counseling,how do you cope with anxiety,0,117,28,20,6,2,25,0.08,0.0,0.0,0.3333222225925802,0.11110987655692715,0.1666638889351844,0.049999750001249996,0,0,14,13.0,0.43333333333333335,29,69,33,60
363836,363836,269182,261936,how do underwater tunnels get built,how are underwater tunnels constructed,1,35,38,6,5,3,11,0.27,0.7499812504687383,0.5999880002399952,0.0,0.0,0.5999880002399952,0.49999166680555324,0,1,1,5.5,0.5405405405405406,68,75,71,77
148544,148544,102414,19187,is donald trump a closet libertarian or democrat,is donald trump a covert operative for the clintons,1,48,51,8,9,4,17,0.24,0.49999166680555324,0.49999166680555324,0.49997500124993743,0.3333222225925802,0.499993750078124,0.4444395062277086,0,1,1,8.5,0.38,63,63,63,63
178898,178898,274645,274646,why are the uniforms of school girl short skirts whereas boys wear full pants,do japanese school girls feel cold when they wear a mini skirt during winter,0,77,76,14,14,2,28,0.07,0.19999800001999982,0.181816528940646,0.0,0.0,0.14285612245626816,0.14285612245626816,0,0,0,14.0,0.15384615384615385,38,46,56,58
170928,170928,264215,264216,how do i study physical chemistry for iit jee,how can i prepare for iit jee chemistry,0,45,39,9,8,6,17,0.35,0.49999166680555324,0.4285653062099113,0.49997500124993743,0.49997500124993743,0.499993750078124,0.4444395062277086,0,1,1,8.5,0.2926829268292683,52,48,71,82
147566,147566,61234,107637,what are the mysteries of the bermuda triangle,what is the mystery behind bermuda triangle,1,46,43,8,7,4,14,0.29,0.24999375015624611,0.1999960000799984,0.9999000099990001,0.3333222225925802,0.3333277778703688,0.249996875039062,0,0,2,7.0,0.25,77,73,80,83
287392,287392,65154,227363,who will be the next president of us  why,who is the next president of america,1,41,36,10,7,5,17,0.29,0.49998750031249223,0.3999920001599968,0.6666444451851604,0.49998750031249223,0.5714204082798817,0.4444395062277086,0,1,2,8.0,0.3157894736842105,73,76,71,82
16812,16812,32015,32016,what is the best thing about upcoming dangal movie,what is the most special thing about dangal,1,50,43,9,8,6,17,0.35,0.49998750031249223,0.3333277778703688,0.9999666677777407,0.7499812504687383,0.6249921875976551,0.5555493827846357,0,1,1,8.5,0.28888888888888886,71,75,73,82
286628,286628,45702,407244,how long should rogue one  a star wars story continue to be aired in theaters in the united states,how is rogue one not the wedge antilles story,0,98,45,20,9,5,28,0.18,0.3333277778703688,0.15384497042330444,0.3333222225925802,0.1999960000799984,0.33332962967078145,0.1578939058215483,0,1,10,14.0,0.2127659574468085,36,54,51,68
244649,244649,357321,357322,where can i get very competitive rates for asbestos disposal in sydney,where can i get most cost effective asbestos disposal service in sydney,0,70,71,12,12,8,24,0.33,0.7499906251171861,0.6666592593415629,0.6666444451851604,0.49998750031249223,0.666661111157407,0.666661111157407,1,1,0,12.0,0.2638888888888889,74,73,74,81
255027,255027,369864,369865,h1b visa process on employer change,i do not understand basic electronic tell me solution anyone,0,35,60,6,10,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,7.5,0.08108108108108109,19,36,32,32
66542,66542,115321,115322,does esports have a future,is esports a sport,0,26,18,5,4,2,9,0.22,0.0,0.0,0.9999000099990001,0.49997500124993743,0.24999375015624611,0.1999960000799984,0,0,1,4.5,0.3,59,53,50,67
185991,185991,283811,283812,is qod the first time dubner and altucher have worked together,will james altucher follow me if he sees this,0,62,45,11,9,1,20,0.05,0.1666638889351844,0.124998437519531,0.0,0.0,0.11110987655692715,0.090908264470323,0,0,2,10.0,0.2127659574468085,37,43,43,43
44995,44995,80686,71365,is hillary clinton seriously ill,does hillary clinton have a serious health issue that people would care about,1,32,77,5,13,2,18,0.11,0.3999920001599968,0.19999800001999982,0.0,0.0,0.3999920001599968,0.15384497042330444,0,0,8,9.0,0.5294117647058824,55,76,50,64
164041,164041,254995,254996,how would you criticise albert einstein s theory of relativity,was albert einstein s theory of relativity also considered a great achievement in philosophy,0,62,92,10,14,6,24,0.25,0.4285653062099113,0.2999970000299997,0.49997500124993743,0.3333222225925802,0.4444395062277086,0.3076899408466089,0,0,4,11.0,0.609375,53,63,58,76
107191,107191,176406,176407,what is is your wildest experience as a teenager,how would the different avatar in avatar universe do against darth vader and or darth sidious,0,48,93,9,16,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,11.5,0.061224489795918366,27,33,33,36
905,905,1805,1806,i have only 2 months for my ca cpt exams how do i prepare,i want to crack ca cpt in 2 months  how should i study,1,57,54,14,14,6,26,0.23,0.5714204082798817,0.4444395062277086,0.0,0.0,0.3076899408466089,0.28571224491253633,0,1,1,13.5,0.16071428571428573,45,38,55,58
346068,346068,474429,474430,how can i get myself a friend with benifits in india,how do i get friends with benifits in india,1,52,43,11,9,7,20,0.35,0.8333194446759221,0.8333194446759221,0.6666444451851604,0.3999920001599968,0.7777691358984901,0.636357851292261,1,1,2,10.0,0.5333333333333333,84,80,84,86
208821,208821,312931,312932,why are women so hard to understand,what makes women or girls hard to understand,1,35,44,7,8,4,15,0.27,0.7499812504687383,0.49999166680555324,0.49997500124993743,0.3333222225925802,0.5714204082798817,0.499993750078124,1,0,1,7.5,0.5405405405405406,81,79,81,81
351771,351771,480642,480643,what is the percentage of the indian population in the u s,what percentage of indian population are introverts,0,58,51,12,7,5,17,0.29,0.5999880002399952,0.5999880002399952,0.49997500124993743,0.24999375015624611,0.5714204082798817,0.363633057881292,0,1,4,9.0,0.2830188679245283,77,73,73,84
146323,146323,231169,231170,why am i such a slow writer,how do i use a class once declared in java,0,27,42,7,10,2,17,0.12,0.24999375015624611,0.1666638889351844,0.3333222225925802,0.24999375015624611,0.28571020413994086,0.19999800001999982,0,0,3,8.5,0.10344827586206896,38,43,23,35
365285,365285,495390,495391,what are some good technical petroleum books for petroleum engineering student,what are some good technical books about petroleum for a pe student,1,78,67,11,12,9,22,0.41,0.8571306124198226,0.8571306124198226,0.9999666677777407,0.5999880002399952,0.818174380232907,0.7499937500520829,1,1,1,11.5,0.42028985507246375,77,72,81,91
112833,112833,144077,184555,what are the best hotels in dubai,what are some cheap hotels in dubai,0,33,35,7,7,5,14,0.36,0.7499812504687383,0.7499812504687383,0.6666444451851604,0.6666444451851604,0.7142755103498521,0.7142755103498521,1,1,0,7.0,0.4857142857142857,79,76,82,84
191568,191568,272275,290956,how can i buy a virtual us prepaid visa card using paypal,which kinds of visa prepaid cards use paypal,0,57,44,12,8,3,20,0.15,0.4285653062099113,0.2999970000299997,0.0,0.0,0.37499531255859303,0.24999791668402763,1,0,4,10.0,0.1956521739130435,57,59,57,61
309078,309078,259141,433013,how can i cancel costco membership,is it possible for costco to cancel the membership,1,34,50,6,9,3,15,0.2,0.5999880002399952,0.5999880002399952,0.0,0.0,0.49999166680555324,0.33332962967078145,1,0,3,7.5,0.3333333333333333,57,71,67,83
106514,106514,175440,175441,how do liberals feel about trump forcing ford to bring back 1 400 jobs,how do liberals feel about trump saving 10k jobs in one day  despite liberals attempting to obstruct his every move,0,70,115,14,21,8,34,0.24,0.39999600003999963,0.28571224491253633,0.9999666677777407,0.5999880002399952,0.5384573964815655,0.34999825000874996,0,1,7,16.5,0.4583333333333333,48,65,53,73
352347,352347,481272,481273,how can i get fully funded scholarship,how can i get fully funded scholarship in china,0,38,47,7,9,7,16,0.44,0.8333194446759221,0.7142755103498521,0.9999000099990001,0.49997500124993743,0.8571306124198226,0.6666592593415629,0,1,2,8.0,0.95,89,97,89,100
372755,372755,503498,503499,what are some of the special properties of minerals,is water ice a mineral or not,0,51,29,9,7,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,8.0,0.25806451612903225,32,49,38,39
63475,63475,110465,110466,what business can i start with inr 100k amount of capital in delhi india,how do i start a business from scratch with no money  no credit and no expert friends to help,0,72,93,14,20,4,32,0.12,0.33332962967078145,0.2999970000299997,0.24999375015624611,0.14285510206997043,0.3076899408466089,0.2105252077620644,0,0,6,16.0,0.13157894736842105,38,43,49,44
83218,83218,140933,140934,will you please review my poem,why is  blood temperature  biologically important,0,30,49,6,8,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,0.06060606060606061,20,29,23,23
163377,163377,254135,254136,i feel weird in my head after deep breathing  should i be worried,what are the risks  if any  of deep breathing,0,65,45,14,11,3,23,0.13,0.1999960000799984,0.124998437519531,0.0,0.0,0.11110987655692715,0.07692248521165222,0,0,4,11.0,0.3191489361702128,44,43,47,49
251963,251963,366179,366180,teachers day theme,children jazz dance costumes  aodress com,0,18,41,3,7,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3.5,0.1,34,32,14,14
126000,126000,203173,203174,what is the use of gel electrophoresis,what are the applications of gel electrophoresis,1,38,48,7,7,5,14,0.36,0.7499812504687383,0.7499812504687383,0.6666444451851604,0.6666444451851604,0.7142755103498521,0.7142755103498521,1,1,0,7.0,0.6,79,73,72,90
189259,189259,102471,287974,what are whip its,what does  whip it  mean,0,17,24,4,7,2,10,0.2,0.49997500124993743,0.24999375015624611,0.0,0.0,0.3333222225925802,0.1999960000799984,0,1,2,4.0,0.2631578947368421,68,72,72,72
173102,173102,267114,267115,lately  most of the inspiring success stories carry a certain trend   the neglect for proper formal education  is this something worth sharing simply because most millionaires and billionaires nowadays are uneducated  does this mean formal education is not necessary,are there nowadays scientists without formal education  autodidacts   is it possible to do scientific research without following a formal education,0,266,147,44,23,7,52,0.13,0.3076899408466089,0.15999936000256,0.1999960000799984,0.090908264470323,0.24999875000624996,0.12820479947487312,0,0,19,29.5,0.12080536912751678,32,38,48,44
196233,196233,277794,177751,what is a good inpatient drug and alcohol rehab center near monroe county fl,what is a good inpatient drug and alcohol rehab center near jefferson county fl,0,76,79,14,14,13,28,0.46,0.90908264470323,0.90908264470323,0.9999666677777407,0.9999666677777407,0.9285647959657432,0.9285647959657432,1,1,0,14.0,0.7692307692307693,93,91,93,95
259344,259344,138686,326157,what is the difference between a matter of opinion and a matter of fact,what is the difference between a fact and an opinion,1,71,52,14,10,9,21,0.43,0.49998750031249223,0.3999920001599968,0.8333194446759221,0.8333194446759221,0.6999930000699993,0.4999964285969386,0,1,4,12.0,0.6111111111111112,72,79,83,97
257761,257761,373163,373164,what does hold percentage mean in gambling,how do you start a gambling den,0,42,31,7,7,1,14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.0,0.2727272727272727,49,50,49,49
399850,399850,533157,533158,is it possible to make a successful career change in your 50s,what is important for a bds student,0,61,35,12,7,2,19,0.11,0.0,0.0,0.3333222225925802,0.1999960000799984,0.14285510206997043,0.08333263889467588,0,0,5,9.5,0.08108108108108109,29,31,29,25
41594,41594,75082,75083,which is better intel pentium quad core n3700 or n3540,which processor performs better  core i3 or pentium quad core,0,54,61,10,11,6,20,0.3,0.249996875039062,0.2222197531138543,0.9999000099990001,0.49997500124993743,0.2999970000299997,0.2999970000299997,0,1,0,10.0,0.16071428571428573,59,57,67,76
1901,1901,3784,3785,quora  how to ask question on quora so that it wont get marked as needing improvement,i can not seem to ask anything anymore  why does quora keep marking all my questions as needing improvement,1,85,107,17,20,7,36,0.19,0.39999600003999963,0.3076899408466089,0.3999920001599968,0.3333277778703688,0.37499765626464837,0.3333314814917695,1,0,2,17.0,0.27586206896551724,45,59,63,67
56889,56889,100072,100073,how do i become beautiful,how can i become beautiful,1,25,26,5,5,4,10,0.4,0.9999750006249845,0.9999750006249845,0.0,0.0,0.7999840003199936,0.7999840003199936,1,1,0,5.0,0.7407407407407407,90,88,90,94
13732,13732,26341,26342,what are the requirements to become president in the united states and how are the requirements different in russia,what are the requirements to become president in the united states and how are the requirements different in switzerland,0,115,120,19,19,13,28,0.46,0.7499906251171861,0.7499906251171861,0.9999833336111065,0.9999833336111065,0.6315756232861932,0.6315756232861932,0,1,0,19.0,0.6153846153846154,94,94,92,96
225479,225479,333820,333821,is there any ways to check jio coverage,how do i check for jio network coverage,1,39,39,8,8,3,16,0.19,0.1999960000799984,0.1666638889351844,0.0,0.0,0.124998437519531,0.124998437519531,0,0,0,8.0,0.1951219512195122,51,49,59,63
89645,89645,150573,150574,how is standard loss function equation derived,how do we derive the lagrange equation,0,46,38,7,7,2,14,0.14,0.24999375015624611,0.1666638889351844,0.0,0.0,0.14285510206997043,0.14285510206997043,0,1,0,7.0,0.225,43,46,57,60
328907,328907,101755,455512,how do i ship a laptop across the country,what are some tips for shipping a laptop through ups,0,41,52,9,10,2,19,0.11,0.1999960000799984,0.1666638889351844,0.3333222225925802,0.1999960000799984,0.2222197531138543,0.19999800001999982,0,0,1,9.5,0.23255813953488372,47,53,45,45
128850,128850,207118,207119,suppose madonna was born in the 1850 s in the old west of america  would she have become a saloon girl or joined buffalo bill s wild west show,suppose madonna was born in the 1850 s in the old west of the u s  what profession do you think she would have chosen,0,142,117,30,26,15,48,0.31,0.49999583336805525,0.37499765626464837,0.7499906251171861,0.7499906251171861,0.5217368620136434,0.44444279836000605,0,1,4,25.0,0.48739495798319327,59,66,64,77
201453,201453,193278,303463,what are the symptoms of a lack of adequate blood flow to the brain,why does improving cerebral blood flow make me go wired,0,67,55,14,10,2,22,0.09,0.28571020413994086,0.249996875039062,0.0,0.0,0.19999800001999982,0.14285612245626816,0,0,4,12.0,0.21052631578947367,36,45,43,47
294850,294850,416810,416811,is it necessary to have prior experience before starting your own import export firm,is any experience necessary prior to starting your own import export firm,1,84,73,14,12,11,26,0.42,0.999985714489793,0.999985714489793,0.7499812504687383,0.49999166680555324,0.90908264470323,0.7692248521165221,1,1,2,12.0,0.5066666666666667,73,79,89,97
16744,16744,31890,31891,did my huawei y 360 431 sappoting vidiocall,redmi note 3 prime or moto e power  user review plz  which one is better,0,43,72,8,17,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,10.5,0.044444444444444446,24,23,23,23
168431,168431,18279,260906,what is the difference between the torah and the old testament,why is islam and the old testament legal,0,62,40,11,8,5,17,0.29,0.1999960000799984,0.1999960000799984,0.9999666677777407,0.7499812504687383,0.499993750078124,0.363633057881292,0,0,3,9.5,0.5238095238095238,59,68,57,75
225153,225153,333427,333428,what was justice scalia like as a kid,what was justice scalia like in person,0,37,38,8,7,5,15,0.33,0.7999840003199936,0.7999840003199936,0.49997500124993743,0.3333222225925802,0.7142755103498521,0.6249921875976551,0,1,1,7.5,0.7435897435897436,80,79,77,86
203561,203561,30619,22677,does tea contain caffeine,why is tea naturally caffeinated,1,25,32,4,5,1,9,0.11,0.24999375015624611,0.24999375015624611,0.0,0.0,0.24999375015624611,0.1999960000799984,0,0,1,4.5,0.2962962962962963,63,65,56,60
117001,117001,190480,190481,hello guys  i want to buy a new laptop for gaming and design  so which laptop should i buy for gaming and design well,which laptop should i buy for gaming  nvidia 820m or 920m,0,117,57,26,12,8,30,0.27,0.37499531255859303,0.24999791668402763,0.6666444451851604,0.3333277778703688,0.454541322351615,0.20833246528139465,0,0,13,17.5,0.5932203389830508,46,70,48,78
117068,117068,5739,190569,what are some chemical properties of sodium carboxylate,what are some chemical properties of sulphur hydroxide,0,55,54,8,8,6,16,0.38,0.5999880002399952,0.5999880002399952,0.9999666677777407,0.9999666677777407,0.7499906251171861,0.7499906251171861,0,1,0,8.0,0.6785714285714286,79,78,68,81
76322,76322,130488,130489,what is the process by which water travels along the cell wall during transpiration,why is the cell wall considered to be bad,0,83,41,14,9,4,22,0.18,0.3999920001599968,0.249996875039062,0.49998750031249223,0.3999920001599968,0.4444395062277086,0.28571224491253633,0,0,5,11.5,0.3488372093023256,40,48,47,56
259780,259780,152465,375603,how can i get more than 95 percent in 10th icse boards 2017,why was india termed as a country before 1800  though there was no unified ruler,0,59,80,13,16,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,13.5,0.07407407407407407,32,34,35,37
369065,369065,499467,499468,does anyone have any suggestions on how to make new friends,as an introvert  i have problems with making friends  can anyone suggest how i can make friends,1,59,95,11,19,5,26,0.19,0.49999166680555324,0.272724793410969,0.3999920001599968,0.3999920001599968,0.454541322351615,0.29411591696519435,1,0,6,14.0,0.14754098360655737,45,66,62,70
49226,49226,87635,87636,what are the best fiction novels,which are best fiction novels,1,32,29,6,5,4,11,0.36,0.7499812504687383,0.7499812504687383,0.9999000099990001,0.49997500124993743,0.7999840003199936,0.6666555557407376,1,0,1,5.5,0.7096774193548387,85,83,85,88
103382,103382,170889,170890,what are the best places to visit in chandigarh,what should i do when i travel to x   what is the best place to visit in chandigarh,1,47,83,9,20,7,25,0.28,0.7999840003199936,0.363633057881292,0.7499812504687383,0.7499812504687383,0.7777691358984901,0.3888867284070644,1,1,9,13.5,0.4897959183673469,69,93,67,87
286537,286537,407141,147226,what is regedit exe,what does javac exe do,0,19,22,4,5,2,9,0.22,0.49997500124993743,0.3333222225925802,0.0,0.0,0.3333222225925802,0.24999375015624611,0,1,1,3.5,0.23809523809523808,54,55,44,59
392187,392187,524841,524842,if we have a village with scarce population and its main hub is located far in city then what techniques would we use to provide a network to village,what do delhi people think of arvind kejriwal  will they vote for him again,0,149,75,29,15,1,40,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,21.5,0.05194805194805195,26,35,30,33
366790,366790,497032,299199,how kejariwal is expected to react to ban on 500 1k currency notes,why is arvind kejriwal opposing scrapping of rs500 and rs1k notes scheme by modi government,0,66,91,13,15,2,27,0.07,0.0,0.0,0.3333222225925802,0.24999375015624611,0.08333263889467588,0.06666622222518517,0,0,3,13.5,0.08571428571428572,39,43,41,42
214261,214261,43104,319794,how do i write the first email to a professor that may accept me as his graduate student,i am no longer my professors student  i asked her if i could visit her  she never replied to my email  should i email her again  what should i write,0,88,148,18,34,5,40,0.12,0.2999970000299997,0.17646955017911659,0.14285510206997043,0.124998437519531,0.22222098766117968,0.13333288889037037,0,0,12,24.0,0.1111111111111111,20,30,49,58
147893,147893,233304,233305,is use of the term  america  or  american  to refer to the united states  excluding canada   south america  offensive or inappropriate,how frustrated are canadians  mexicans and people from south and central america with the people who use the term  american  to mean someone in the u s,0,134,151,29,30,8,42,0.19,0.28571224491253633,0.2666648889007407,0.49998750031249223,0.249996875039062,0.2727260330634861,0.23076834319868,0,0,4,24.0,0.1323529411764706,29,41,53,59
191090,191090,8462,2439,how do i improve my pronunciation in english,how can i improve my english pronunciation,1,44,42,8,7,6,15,0.4,0.5999880002399952,0.5999880002399952,0.49997500124993743,0.3333222225925802,0.5714204082798817,0.499993750078124,0,1,1,7.5,0.3181818181818182,72,72,91,95
268562,268562,386139,386140,what is the difference between dolby atmos sound system and aurora 3d sound system,is there a car with a sound system with dts x,0,82,45,14,11,3,21,0.14,0.3333277778703688,0.2222197531138543,0.0,0.0,0.181816528940646,0.14285612245626816,0,0,3,12.5,0.2978723404255319,43,48,49,57
307510,307510,431187,431188,how much time will i have to spend to listen to english easily,how much time will i have to spend to be able to listen to english easily,1,62,73,13,16,11,24,0.46,0.999987500156248,0.8888790124554172,0.9999666677777407,0.7499812504687383,0.8461473373281744,0.6874957031518553,1,1,3,14.5,0.59375,92,83,92,100
51720,51720,91703,91704,what are some examples of nonmetals and their uses,what are acid anhydrides  what are they used for and what are some examples,0,50,75,9,15,5,20,0.25,0.24999375015624611,0.1999960000799984,0.5999880002399952,0.49999166680555324,0.4444395062277086,0.28571224491253633,0,1,5,11.5,0.40384615384615385,35,59,58,75
33781,33781,15953,5450,what do you think about modi government banning 500   1k currency note from 9th november,what do you think about decision by the indian government to demonetise 500 and 1k rupees note,1,88,94,17,17,9,33,0.27,0.39999600003999963,0.3333305555787035,0.7499812504687383,0.4285653062099113,0.43749726564208974,0.41176228375127205,0,1,1,16.5,0.2608695652173913,63,59,66,71
19271,19271,36430,36431,travel at sub light speed,i am a fresher  i have failed at 3 hr interviews for business analyst role  i have a good resume  what should i do,0,25,114,5,27,1,25,0.04,0.0,0.0,0.9999000099990001,0.1666638889351844,0.1999960000799984,0.04166649305627893,0,0,19,14.5,0.14814814814814814,24,46,19,28
